university,ref_dept_name,StaffFte,FourStar,ThreeStar,TwoStar,OneStar,Unclassified
University of Dundee,Architecture Built Environment and Planning,9.2,7,16,55,14,8
University of Dundee,Geography Environmental Studies and Archaeology,14.3,18,53,25,4,0
University of Dundee,Business and Management Studies,19.4,9,29,47,13,2
University of Dundee,Law,17,16,47,37,0,0
University of Dundee,Politics and International Studies,7.2,6,18,61,15,0
University of Dundee,Social Work and Social Policy,10,28,28,37,5,2
University of Dundee,Education,8.8,9,65,22,4,0
University of Dundee,English Language and Literature,10.5,24,50,26,0,0
University of Dundee,History,16,16,49,31,4,0
University of Dundee,Philosophy,5,14,41,44,1,0
University of Dundee,Art and Design: History Practice and Theory,44.5,34,38,24,4,0
University of Edinburgh,Clinical Medicine,206.93,44,44,11,0,1
University of Edinburgh,Psychology Psychiatry and Neuroscience,117.28,49,38,12,1,0
University of Edinburgh,Biological Sciences,109.7,56,35,7,1,1
University of Edinburgh,Agriculture Veterinary and Food Science,122.62,42,32,23,3,0
University of Edinburgh,Earth Systems and Environmental Sciences,104.98,21,57,17,5,0
University of Edinburgh,Chemistry,43.3,28,67,5,0,0
University of Edinburgh,Physics,66.2,37,59,4,0,0
University of Edinburgh,Mathematical Sciences,56.8,29,56,15,0,0
University of Edinburgh,Computer Science and Informatics,94.85,40,45,11,2,2
University of Edinburgh,General Engineering,91.8,36,58,6,0,0
University of Edinburgh,Architecture Built Environment and Planning,29.8,36,37,23,4,0
University of Edinburgh,Geography Environmental Studies and Archaeology,14.7,7,43,44,6,0
University of Edinburgh,Economics and Econometrics,17.5,30,55,14,1,0
University of Edinburgh,Business and Management Studies,51.6,29,48,21,2,0
University of Edinburgh,Law,54,42,35,22,1,0
University of Edinburgh,Politics and International Studies,34.05,38,35,23,4,0
University of Edinburgh,Social Work and Social Policy,58.69,40,41,17,2,0
University of Edinburgh,Sociology,58.14,34,49,16,1,0
University of Edinburgh,Anthropology and Development Studies,34.45,33,37,29,1,0
University of Edinburgh,Education,39.97,43,36,20,1,0
University of Edinburgh,Sport and Exercise Sciences Leisure and Tourism,23.8,22,46,30,2,0
University of Edinburgh,Area Studies,22,21,52,25,1,1
University of Edinburgh,Modern Languages and Linguistics,34.25,45,42,11,1,1
University of Edinburgh,English Language and Literature,34.9,33,47,18,2,0
University of Edinburgh,History,61.22,32,51,15,2,0
University of Edinburgh,Classics,22.5,27,40,30,3,0
University of Edinburgh,Philosophy,23.6,37,47,15,1,0
University of Edinburgh,Theology and Religious Studies,26.6,34,44,19,3,0
University of Edinburgh,Art and Design: History Practice and Theory,43,33,45,18,4,0
University of Edinburgh,Music Drama Dance and Performing Arts,17.3,42,32,21,3,2
Edinburgh Napier University,Allied Health Professions Dentistry Nursing and Pharmacy,22.2,9,51,38,0,2
Edinburgh Napier University,Earth Systems and Environmental Sciences,6,7,46,47,0,0
Edinburgh Napier University,Computer Science and Informatics,10.7,3,54,35,8,0
Edinburgh Napier University,Electrical and Electronic Engineering Metallurgy and Materials,10.3,1,41,45,12,1
Edinburgh Napier University,Civil and Construction Engineering,14,3,34,36,19,8
Edinburgh Napier University,Architecture Built Environment and Planning,7.9,14,36,36,14,0
Edinburgh Napier University,Business and Management Studies,10.4,9,39,43,8,1
Edinburgh Napier University,English Language and Literature,9.8,26,38,33,3,0
Edinburgh Napier University,Communication Cultural and Media Studies Library and Information Management,7.6,24,48,26,2,0
University of Glasgow,Clinical Medicine,177.4,40,43,15,1,1
University of Glasgow,Public Health Health Services and Primary Care,48.42,25,54,20,1,0
University of Glasgow,Allied Health Professions Dentistry Nursing and Pharmacy,13.8,30,63,6,0,1
University of Glasgow,Psychology Psychiatry and Neuroscience,34.2,44,35,20,0,1
University of Glasgow,Biological Sciences,60.34,22,57,20,1,0
University of Glasgow,Agriculture Veterinary and Food Science,38.8,46,45,9,0,0
University of Glasgow,Earth Systems and Environmental Sciences,34.8,21,63,15,1,0
University of Glasgow,Chemistry,30.8,21,73,6,0,0
University of Glasgow,Physics,44.9,22,66,12,0,0
University of Glasgow,Mathematical Sciences,43,19,70,11,0,0
University of Glasgow,Computer Science and Informatics,41.6,36,48,14,2,0
University of Glasgow,General Engineering,84,30,65,5,0,0
University of Glasgow,Architecture Built Environment and Planning,24.6,48,42,10,0,0
University of Glasgow,Geography Environmental Studies and Archaeology,13,37,51,10,2,0
University of Glasgow,Economics and Econometrics,23.75,12,64,22,2,0
University of Glasgow,Business and Management Studies,39.83,19,48,28,5,0
University of Glasgow,Law,30.35,26,49,21,3,1
University of Glasgow,Politics and International Studies,24,13,60,25,2,0
University of Glasgow,Social Work and Social Policy,29.2,38,45,16,1,0
University of Glasgow,Education,37.5,32,42,20,6,0
University of Glasgow,Area Studies,10.8,20,57,21,2,0
University of Glasgow,Modern Languages and Linguistics,6.2,38,45,15,2,0
University of Glasgow,English Language and Literature,51.35,43,35,19,3,0
University of Glasgow,History,43.8,40,40,18,2,0
University of Glasgow,Classics,8,17,47,32,4,0
University of Glasgow,Philosophy,11,8,43,47,2,0
University of Glasgow,Theology and Religious Studies,10.86,11,44,35,10,0
University of Glasgow,Art and Design: History Practice and Theory,16.54,33,36,27,4,0
University of Glasgow,Music Drama Dance and Performing Arts,11.2,31,45,15,9,0
University of Glasgow,Communication Cultural and Media Studies Library and Information Management,23.8,45,35,18,1,1
Glasgow Caledonian University,Allied Health Professions Dentistry Nursing and Pharmacy,44.3,24,65,10,0,1
Glasgow Caledonian University,Computer Science and Informatics,13,3,41,41,15,0
Glasgow Caledonian University,General Engineering,21,3,35,61,1,0
Glasgow Caledonian University,Architecture Built Environment and Planning,21.6,6,50,35,8,1
Glasgow Caledonian University,Business and Management Studies,14.8,3,33,54,10,0
Glasgow Caledonian University,Social Work and Social Policy,14.4,20,43,32,5,0
Glasgow Caledonian University,Education,6.4,8,35,40,17,0
Glasgow Caledonian University,History,6.2,9,65,24,2,0
Glasgow Caledonian University,Communication Cultural and Media Studies Library and Information Management,11.3,17,38,37,8,0
Glasgow School of Art,Art and Design: History Practice and Theory,52.8,23,38,31,8,0
Heriot-Watt University,Psychology Psychiatry and Neuroscience,12.6,20,36,40,3,1
Heriot-Watt University,Agriculture Veterinary and Food Science,9.5,23,42,34,1,0
Heriot-Watt University,Earth Systems and Environmental Sciences,17.5,6,72,19,3,0
Heriot-Watt University,Chemistry,30,12,77,11,0,0
Heriot-Watt University,Physics,20.8,25,65,10,0,0
Heriot-Watt University,Mathematical Sciences,36.37,29,56,15,0,0
Heriot-Watt University,Computer Science and Informatics,27.7,23,55,18,4,0
Heriot-Watt University,General Engineering,108.84,36,58,6,0,0
Heriot-Watt University,Architecture Built Environment and Planning,34.7,36,37,23,4,0
Heriot-Watt University,Business and Management Studies,37.2,11,58,27,3,1
Heriot-Watt University,Modern Languages and Linguistics,9.8,33,30,25,10,2
Heriot-Watt University,Art and Design: History Practice and Theory,7.35,33,28,20,14,5
University of the Highlands and Islands,Allied Health Professions Dentistry Nursing and Pharmacy,5.2,17,53,28,2,0
University of the Highlands and Islands,Earth Systems and Environmental Sciences,32.45,14,66,17,3,0
University of the Highlands and Islands,Geography Environmental Studies and Archaeology,13.2,3,41,45,8,3
University of the Highlands and Islands,Area Studies,7.25,17,55,25,0,3
University of the Highlands and Islands,Modern Languages and Linguistics,5.8,16,45,33,6,0
University of the Highlands and Islands,History,4.2,17,50,29,4,0
Queen Margaret University Edinburgh,Allied Health Professions Dentistry Nursing and Pharmacy,8.2,4,35,59,2,0
Queen Margaret University Edinburgh,Psychology Psychiatry and Neuroscience,6,8,19,64,9,0
Queen Margaret University Edinburgh,Anthropology and Development Studies,8.6,8,44,36,12,0
Queen Margaret University Edinburgh,Modern Languages and Linguistics,10.7,34,58,6,2,0
Queen Margaret University Edinburgh,Communication Cultural and Media Studies Library and Information Management,9.2,16,43,25,16,0
Robert Gordon University,Allied Health Professions Dentistry Nursing and Pharmacy,13.5,17,53,28,2,0
Robert Gordon University,Computer Science and Informatics,18.75,0,28,49,23,0
Robert Gordon University,General Engineering,14,6,46,48,0,0
Robert Gordon University,Architecture Built Environment and Planning,14.6,7,15,40,36,2
Robert Gordon University,Business and Management Studies,6.9,16,29,49,4,2
Robert Gordon University,Law,9,4,28,52,14,2
Robert Gordon University,Politics and International Studies,5.2,5,39,51,5,0
Robert Gordon University,Art and Design: History Practice and Theory,9,4,38,39,17,2
Robert Gordon University,Communication Cultural and Media Studies Library and Information Management,10.7,15,43,34,8,0
Royal Conservatoire of Scotland,Music Drama Dance and Performing Arts,14.78,26,41,26,6,1
SRUC,Agriculture Veterinary and Food Science,57.37,42,32,23,3,0
University of St Andrews,Clinical Medicine,16,17,53,22,8,0
University of St Andrews,Psychology Psychiatry and Neuroscience,30.2,46,38,15,1,0
University of St Andrews,Biological Sciences,50.45,33,51,15,1,0
University of St Andrews,Chemistry,37.3,28,67,5,0,0
University of St Andrews,Physics,36.9,37,59,4,0,0
University of St Andrews,Mathematical Sciences,30.6,26,65,8,1,0
University of St Andrews,Computer Science and Informatics,24,22,55,23,0,0
University of St Andrews,Geography Environmental Studies and Archaeology,36.5,42,41,16,1,0
University of St Andrews,Economics and Econometrics,20.5,15,62,23,0,0
University of St Andrews,Business and Management Studies,22.2,38,40,20,2,0
University of St Andrews,Politics and International Studies,32.83,29,43,23,4,1
University of St Andrews,Anthropology and Development Studies,14.66,11,54,26,9,0
University of St Andrews,Modern Languages and Linguistics,32.75,13,60,26,0,1
University of St Andrews,English Language and Literature,28,54,32,14,0,0
University of St Andrews,History,37.13,43,37,20,0,0
University of St Andrews,Classics,11.7,37,55,8,0,0
University of St Andrews,Philosophy,22.59,39,44,16,1,0
University of St Andrews,Theology and Religious Studies,14,31,31,38,0,0
University of St Andrews,Art and Design: History Practice and Theory,12.7,38,55,6,1,0
University of St Andrews,Music Drama Dance and Performing Arts,7.68,27,53,20,0,0
University of Stirling,Allied Health Professions Dentistry Nursing and Pharmacy,24.4,45,41,13,1,0
University of Stirling,Psychology Psychiatry and Neuroscience,14,43,43,12,2,0
University of Stirling,Agriculture Veterinary and Food Science,28,40,48,11,1,0
University of Stirling,Earth Systems and Environmental Sciences,14.6,14,46,38,2,0
University of Stirling,Computer Science and Informatics,14.4,8,43,48,1,0
University of Stirling,Geography Environmental Studies and Archaeology,21.3,14,49,34,3,0
University of Stirling,Business and Management Studies,42.8,28,43,27,2,0
University of Stirling,Law,7.91,8,57,30,5,0
University of Stirling,Social Work and Social Policy,32.97,24,54,21,1,0
University of Stirling,Education,14,22,59,15,4,0
University of Stirling,Sport and Exercise Sciences Leisure and Tourism,22.4,20,48,25,7,0
University of Stirling,English Language and Literature,24,19,62,19,0,0
University of Stirling,History,13,22,46,30,2,0
University of Stirling,Philosophy,12.4,13,49,34,4,0
University of Stirling,Communication Cultural and Media Studies Library and Information Management,14.7,27,44,21,8,0
University of Strathclyde,Allied Health Professions Dentistry Nursing and Pharmacy,74.3,44,43,11,1,1
University of Strathclyde,Psychology Psychiatry and Neuroscience,12,17,49,31,3,0
University of Strathclyde,Chemistry,35.4,21,73,6,0,0
University of Strathclyde,Physics,27,40,56,3,1,0
University of Strathclyde,Mathematical Sciences,32.9,15,59,23,3,0
University of Strathclyde,Computer Science and Informatics,20.2,11,39,47,2,1
University of Strathclyde,Aeronautical Mechanical Chemical and Manufacturing Engineering,67.2,24,56,19,1,0
University of Strathclyde,Electrical and Electronic Engineering Metallurgy and Materials,59.2,20,71,8,1,0
University of Strathclyde,Civil and Construction Engineering,20.2,20,62,16,0,2
University of Strathclyde,Architecture Built Environment and Planning,14.5,17,30,42,11,0
University of Strathclyde,Business and Management Studies,73.35,43,34,21,1,1
University of Strathclyde,Law,19.67,17,52,28,3,0
University of Strathclyde,Politics and International Studies,19.4,29,48,21,2,0
University of Strathclyde,Social Work and Social Policy,15.7,31,41,21,5,2
University of Strathclyde,Education,24.6,16,51,28,5,0
University of Strathclyde,English Language and Literature,20.2,26,45,25,4,0
University of Strathclyde,History,22.2,27,45,24,4,0
University of the West of Scotland,Allied Health Professions Dentistry Nursing and Pharmacy,13,12,51,33,0,4
University of the West of Scotland,Computer Science and Informatics,14,4,31,42,23,0
University of the West of Scotland,Electrical and Electronic Engineering Metallurgy and Materials,7.5,5,46,44,5,0
University of the West of Scotland,General Engineering,13,7,39,49,5,0
University of the West of Scotland,Business and Management Studies,10.9,4,35,46,15,0
University of the West of Scotland,Social Work and Social Policy,22.8,4,30,52,13,1
University of the West of Scotland,Education,14,4,41,41,14,0
University of the West of Scotland,Sport and Exercise Sciences Leisure and Tourism,9.2,15,20,39,26,0
University of the West of Scotland,Communication Cultural and Media Studies Library and Information Management,13.8,7,48,33,9,3
Aberystwyth University,Agriculture Veterinary and Food Science,70.21,32,46,19,1,2
Aberystwyth University,Earth Systems and Environmental Sciences,4,21,68,11,0,0
Aberystwyth University,Physics,12.1,1,46,48,4,1
Aberystwyth University,Mathematical Sciences,10.75,8,41,51,0,0
Aberystwyth University,Computer Science and Informatics,24.8,21,53,24,2,0
Aberystwyth University,Geography Environmental Studies and Archaeology,38.93,28,50,20,1,1
Aberystwyth University,Business and Management Studies,16.6,10,38,46,6,0
Aberystwyth University,Law,16.5,7,49,42,2,0
Aberystwyth University,Politics and International Studies,27.2,44,32,22,2,0
Aberystwyth University,Sport and Exercise Sciences Leisure and Tourism,10.2,8,52,38,2,0
Aberystwyth University,Modern Languages and Linguistics,12,18,35,33,13,1
Aberystwyth University,English Language and Literature,13.6,19,53,25,2,1
Aberystwyth University,History,14.8,8,55,36,0,1
Aberystwyth University,Art and Design: History Practice and Theory,4,14,55,15,16,0
Aberystwyth University,Music Drama Dance and Performing Arts,28.1,23,41,30,6,0
Aberystwyth University,Communication Cultural and Media Studies Library and Information Management,6,6,28,44,22,0
Bangor University,Allied Health Professions Dentistry Nursing and Pharmacy,12,35,60,4,1,0
Bangor University,Psychology Psychiatry and Neuroscience,21.6,40,49,10,1,0
Bangor University,Agriculture Veterinary and Food Science,18.2,32,46,19,1,2
Bangor University,Earth Systems and Environmental Sciences,35.35,21,68,11,0,0
Bangor University,Chemistry,9.4,3,64,33,0,0
Bangor University,Computer Science and Informatics,10,8,34,38,20,0
Bangor University,Electrical and Electronic Engineering Metallurgy and Materials,12.6,23,45,30,2,0
Bangor University,Business and Management Studies,28.75,16,52,29,3,0
Bangor University,Law,9,8,44,30,10,8
Bangor University,Sport and Exercise Sciences Leisure and Tourism,11,40,47,12,0,1
Bangor University,Modern Languages and Linguistics,24.8,41,35,20,4,0
Bangor University,English Language and Literature,13.6,33,40,26,1,0
Bangor University,History,13,11,68,21,0,0
Bangor University,Music Drama Dance and Performing Arts,13.65,30,51,17,2,0
Cardiff University,Clinical Medicine,59.01,38,51,10,0,1
Cardiff University,Public Health Health Services and Primary Care,24.29,37,39,22,2,0
Cardiff University,Allied Health Professions Dentistry Nursing and Pharmacy,74.95,48,46,6,0,0
Cardiff University,Psychology Psychiatry and Neuroscience,69.33,60,32,8,0,0
Cardiff University,Biological Sciences,54.7,42,42,14,1,1
Cardiff University,Earth Systems and Environmental Sciences,14.99,24,60,15,1,0
Cardiff University,Chemistry,23,32,65,3,0,0
Cardiff University,Physics,19.5,31,68,1,0,0
Cardiff University,Mathematical Sciences,24.05,18,72,10,0,0
Cardiff University,Computer Science and Informatics,13.73,26,53,20,1,0
Cardiff University,Civil and Construction Engineering,14.3,47,50,3,0,0
Cardiff University,General Engineering,33.8,36,61,2,0,1
Cardiff University,Architecture Built Environment and Planning,27.4,34,51,14,1,0
Cardiff University,Geography Environmental Studies and Archaeology,13.13,28,44,25,3,0
Cardiff University,Business and Management Studies,72.6,43,43,13,1,0
Cardiff University,Law,22,36,48,16,0,0
Cardiff University,Politics and International Studies,13.03,26,55,14,5,0
Cardiff University,Sociology,29.48,37,49,13,1,0
Cardiff University,Education,20.6,48,36,14,2,0
Cardiff University,Modern Languages and Linguistics,14.8,37,47,16,0,0
Cardiff University,English Language and Literature,24.01,42,45,11,2,0
Cardiff University,History,14.4,37,46,16,1,0
Cardiff University,Philosophy,10,20,49,27,4,0
Cardiff University,Theology and Religious Studies,9.2,33,43,21,3,0
Cardiff University,Music Drama Dance and Performing Arts,13.2,43,42,15,0,0
Cardiff University,Communication Cultural and Media Studies Library and Information Management,13.4,61,28,10,1,0
Cardiff Metropolitan University,Allied Health Professions Dentistry Nursing and Pharmacy,12,9,65,22,4,0
Cardiff Metropolitan University,Sport and Exercise Sciences Leisure and Tourism,13,40,47,12,0,1
Cardiff Metropolitan University,Art and Design: History Practice and Theory,10,23,52,22,2,1
Glynd_r University,Psychology Psychiatry and Neuroscience,9.4,1,13,49,37,0
Glynd_r University,Computer Science and Informatics,6.4,5,16,57,22,0
Glynd_r University,Electrical and Electronic Engineering Metallurgy and Materials,13.9,2,59,34,4,1
Glynd_r University,Communication Cultural and Media Studies Library and Information Management,4.2,8,15,28,44,5
University of South Wales,Allied Health Professions Dentistry Nursing and Pharmacy,7.4,16,36,48,0,0
University of South Wales,Psychology Psychiatry and Neuroscience,9.2,2,7,63,20,8
University of South Wales,Mathematical Sciences,9.2,0,43,44,13,0
University of South Wales,Computer Science and Informatics,13.5,4,22,66,7,1
University of South Wales,General Engineering,14.5,1,55,35,8,1
University of South Wales,Business and Management Studies,3,0,13,28,49,10
University of South Wales,Social Work and Social Policy,14.4,30,32,33,4,1
University of South Wales,Sport and Exercise Sciences Leisure and Tourism,7,25,41,26,8,0
University of South Wales,English Language and Literature,8,13,38,41,8,0
University of South Wales,History,7.8,8,55,35,2,0
University of South Wales,Art and Design: History Practice and Theory,6.96,23,52,22,2,1
University of South Wales,Music Drama Dance and Performing Arts,16,15,50,26,8,1
Swansea University,Allied Health Professions Dentistry Nursing and Pharmacy,44.9,54,41,5,0,0
Swansea University,Psychology Psychiatry and Neuroscience,14.8,44,31,24,1,0
Swansea University,Earth Systems and Environmental Sciences,11.2,34,53,13,0,0
Swansea University,Physics,21,10,69,21,0,0
Swansea University,Mathematical Sciences,14.7,12,40,37,7,4
Swansea University,Computer Science and Informatics,19.6,40,40,17,3,0
Swansea University,General Engineering,74.83,35,59,6,0,0
Swansea University,Geography Environmental Studies and Archaeology,27.7,27,47,23,3,0
Swansea University,Business and Management Studies,27.9,22,50,27,1,0
Swansea University,Law,19.5,16,43,37,3,1
Swansea University,Politics and International Studies,8.2,19,51,28,2,0
Swansea University,Social Work and Social Policy,8.4,35,41,20,4,0
Swansea University,Sport and Exercise Sciences Leisure and Tourism,10,28,44,19,9,0
Swansea University,Modern Languages and Linguistics,4.2,21,48,31,0,0
Swansea University,English Language and Literature,16.53,53,31,15,1,0
Swansea University,History,20,27,54,18,1,0
University of Wales,Modern Languages and Linguistics,12.35,26,39,29,6,0
University of Wales Trinity Saint David,General Engineering,5,0,3,69,28,0
University of Wales Trinity Saint David,Geography Environmental Studies and Archaeology,9.8,9,25,49,17,0
University of Wales Trinity Saint David,Modern Languages and Linguistics,1.2,26,39,29,6,0
University of Wales Trinity Saint David,Classics,9.43,4,38,41,9,8
University of Wales Trinity Saint David,Theology and Religious Studies,8.2,14,48,26,12,0
University of Wales Trinity Saint David,Art and Design: History Practice and Theory,6.8,23,52,22,2,1
Queen's University Belfast,Clinical Medicine,73.6,20,50,29,0,1
Queen's University Belfast,Public Health Health Services and Primary Care,29.6,23,46,29,1,1
Queen's University Belfast,Allied Health Professions Dentistry Nursing and Pharmacy,33,44,48,8,0,0
Queen's University Belfast,Psychology Psychiatry and Neuroscience,24.9,26,48,25,1,0
Queen's University Belfast,Agriculture Veterinary and Food Science,33.4,44,40,15,0,1
Queen's University Belfast,Earth Systems and Environmental Sciences,24.4,10,72,18,0,0
Queen's University Belfast,Chemistry,34.35,11,71,18,0,0
Queen's University Belfast,Physics,44.7,23,65,12,0,0
Queen's University Belfast,Mathematical Sciences,12,5,60,35,0,0
Queen's University Belfast,Computer Science and Informatics,21.2,12,60,26,2,0
Queen's University Belfast,Aeronautical Mechanical Chemical and Manufacturing Engineering,49.5,11,77,12,0,0
Queen's University Belfast,Electrical and Electronic Engineering Metallurgy and Materials,33.8,27,66,6,1,0
Queen's University Belfast,Civil and Construction Engineering,33.65,10,65,24,1,0
Queen's University Belfast,Architecture Built Environment and Planning,30.6,21,51,24,4,0
Queen's University Belfast,Geography Environmental Studies and Archaeology,30.8,27,34,30,8,1
Queen's University Belfast,Business and Management Studies,54.33,21,49,27,3,0
Queen's University Belfast,Law,31,38,42,19,1,0
Queen's University Belfast,Politics and International Studies,32.4,21,42,33,4,0
Queen's University Belfast,Social Work and Social Policy,26.6,24,52,21,2,1
Queen's University Belfast,Sociology,24.6,12,47,32,6,3
Queen's University Belfast,Anthropology and Development Studies,14.5,42,26,29,3,0
Queen's University Belfast,Education,22.8,35,52,11,2,0
Queen's University Belfast,Modern Languages and Linguistics,23.4,40,45,13,2,0
Queen's University Belfast,English Language and Literature,39.8,42,38,17,3,0
Queen's University Belfast,History,29.65,33,51,14,2,0
Queen's University Belfast,Philosophy,6,23,52,25,0,0
Queen's University Belfast,Music Drama Dance and Performing Arts,34.5,31,27,36,6,0
St Mary's University College,Politics and International Studies,3,0,0,20,67,13
Stranmillis University College,Education,5,20,24,28,28,0
University of Ulster,Allied Health Professions Dentistry Nursing and Pharmacy,74.1,39,48,12,0,1
University of Ulster,Psychology Psychiatry and Neuroscience,22,13,40,40,6,1
University of Ulster,Earth Systems and Environmental Sciences,18.4,9,46,40,5,0
University of Ulster,Computer Science and Informatics,39.6,9,56,29,6,0
University of Ulster,Electrical and Electronic Engineering Metallurgy and Materials,19,11,68,20,1,0
University of Ulster,Architecture Built Environment and Planning,38,25,47,25,3,0
University of Ulster,Business and Management Studies,22.4,30,40,28,1,1
University of Ulster,Law,18.8,45,43,12,0,0
University of Ulster,Politics and International Studies,10.75,7,49,39,5,0
University of Ulster,Social Work and Social Policy,21.2,26,44,28,2,0
University of Ulster,Education,12.2,24,36,32,8,0
University of Ulster,Sport and Exercise Sciences Leisure and Tourism,13.2,14,51,27,8,0
University of Ulster,Modern Languages and Linguistics,10.6,25,41,30,3,1
University of Ulster,English Language and Literature,12.9,16,58,25,0,1
University of Ulster,History,16.4,10,49,37,4,0
University of Ulster,Art and Design: History Practice and Theory,24.8,47,32,19,2,0
University of Ulster,Music Drama Dance and Performing Arts,13.4,28,36,35,1,0
University of Ulster,Communication Cultural and Media Studies Library and Information Management,16.4,21,39,22,12,6
